"","id","completion","matched","check_manually"
"1242",531," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"1243",559," meine Zweitstimme der FDP gegeben.","FDP",0
"1244",559," nicht gewählt. Ich bin gegen Wahlbeteiligung aufgrund meiner Unterstü","nicht",1
"1245",596," bei der Bundestagswahl 2017 meine Zweitstimme der FDP gegeben.","FDP",0
"1246",602," gewählt.

Ich habe meine Zweitstimme der Partei Bündnis 90/Die Gr","Bündnis",0
"1247",612," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me","NA",0
"1248",646," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1249",649," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1250",668," nicht gewählt, da ich von keiner Partei überzeugt bin.","nicht",1
"1251",668," nicht gewählt.","nicht",1
"1252",668," nicht gewählt.","nicht",1
"1253",686," meine Erststimme der SPD und meine Zweitstimme der Grünen gegeben.","Erststimme SPD Grünen",1
"1254",696," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen Partei gege","Grünen",0
"1255",696," nicht gewählt.","nicht",1
"1256",716," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"1257",720," gewählt.

Ich habe keine der politischen Parteien bei der Bundestagswahl 2017","NA",0
"1258",720," gewählt.

Ich habe in der Bundestagswahl 2017 für die CDU/CSU meine","CDU/CSU",0
"1259",726," meine Stimme der [INSERT] Partei gegeben.","NA",0
"1260",735," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei FDP gegeben","FDP",0
"1261",742," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1262",742," gewählt.

Ich habe 2017 die SPD gewählt und meine Zweitstimme der Gr","SPD",0
"1263",742," gewählt.

Ich habe die Partei Bündnis 90/Die Grünen gewählt","Bündnis Grünen",0
"1264",749," gewählt.

Ich habe nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"1265",749," für die Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1266",751," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1267",761," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1268",763," ja gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"1269",768," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1270",778," nicht gewählt.","nicht",1
"1271",778," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1272",778," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1273",780," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1274",781," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"1275",787," 2017 an der Bundestagswahl teilgenommen und meine Zweitstimme der Partei Die Linke gegeben","Linke",0
"1276",805," meine Stimme abgegeben.","NA",0
"1277",819," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"1278",824," keine der Parteien mit meiner Zweitstimme unterstützt.","NA",0
"1279",824," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1280",851," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"1281",866," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1282",871," gewählt.

Ich habe bei der Bundestagswahl 2017 gewählt und meine Z","NA",0
"1283",882," gewählt.

Ich habe 2017 die Partei Die Linke gewählt.","Linke",0
"1284",882," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die LINKE gege","LINKE",0
"1285",884," 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1286",931," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei AfD gegeben","AfD",0
"1287",931," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1288",932," nicht gewählt.","nicht",1
"1289",932," 2017 die CDU/CSU als Erststimme und die Grünen als Zweitstimme gewählt","CDU/CSU Erststimme Grünen",1
"1290",932," gewählt und meine Zweitstimme der Partei CDU gegeben.","CDU",0
"1291",936," meine Stimme für die FDP und die Grünen gegeben.","FDP Grünen",1
"1292",958," 2017 gewählt und habe meine Zweitstimme einer Kleinpartei gegeben, die meinen politisc","NA",0
"1293",958," nicht gewählt.","nicht",1
"1294",961," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der SPD gege","SPD",0
"1295",985," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1296",992," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1297",996," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1298",1000," 2017 an der Bundestagswahl teilgenommen und meine Zweitstimme der CDU/CSU gegeben","CDU/CSU",0
"1299",1009," 2017 bei der Bundestagswahl meine Erststimme der Partei Bündnis 90/Die Grünen und me","Erststimme Bündnis Grünen",1
"1300",1014," gewählt.

Ich habe bei der Bundestagswahl 2017 für die CDU meine Erst","CDU",0
"1301",1027," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei CDU/CSU ge","CDU/CSU",0
"1302",1034," ja gewählt, und meine Zweitstimme ging an die Partei CDU/CSU.","CDU/CSU",0
"1303",1058," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"1304",1059," Abstimmung bei der Bundestagswahl 2017 teilgenommen und meine Zweitstimme an die CDU","CDU",0
"1305",1060," im Jahr 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"1306",1060," meine Zweitstimme der Grünen Partei gegeben.","Grünen",0
"1307",1115," gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"1308",1115," gewählt.

Ich habe 2017 keine Zweitstimme abgegeben.","NA",0
"1309",1145," gewählt.

Ich habe meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"1310",1188," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"1311",1189," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1312",1190," bei der Bundestagswahl 2017 meine Stimmen der CDU/CSU gegeben.","CDU/CSU",0
"1313",1191," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1314",1191," meine Stimme der CDU/CSU und meine Zweitstimme der SPD gegeben.","CDU/CSU SPD",1
"1315",1194," gewählt.

Ich habe CDU/CSU gewählt.","CDU/CSU",0
"1316",1263," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1317",1264," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei FDP gegeben","FDP",0
"1318",1264," in der Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1319",1266," meine Stimme der SPD gegeben.","SPD",0
"1320",1267," nicht gewählt.","nicht",1
"1321",1267," bei der Bundestagswahl 2017 gewählt und meineZweitstimme habe ich der Grünen","Grünen",0
"1322",1268," für die Bundestagswahl 2017 gewählt und meine Zweitstimme wurde der Partei GR","NA",0
"1323",1272," meine Stimme abgegeben.","NA",0
"1324",1272," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Grünen gegeben","Grünen",0
"1325",1272," nicht gewählt.","nicht",1
"1326",1272," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1327",1276," nicht gewählt.","nicht",1
"1328",1278," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"1329",1279," gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0
"1330",1293," gewählt :)","NA",0
"1331",1301," meine Zweitstimme der FDP gegeben.","FDP",0
"1332",1305," 2017 gewählt und meine Zweitstimme der Partei Die Grünen gegeben.","Grünen",0
"1333",1305," bei der Bundestagswahl 2017 gewählt. Meine Erststimme ging an die CDU/CSU","Erststimme CDU/CSU",1
"1334",1333," bei der Bundestagswahl 2017 gewählt und habe meine Zweitstimme der FDP gegeben","FDP",0
"1335",1333," gewählt.","NA",0
"1336",1341," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1337",1341," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1338",1352," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"1339",1353," bei der Bundestagswahl 2017 gewählt, und meine Zweitstimme habe ich der Partei","NA",0
"1340",1358," gewählt.

Ich habe meine Stimme für die Grünen gegeben.","Grünen",0
"1341",1358," gewählt.

Ich habe die Grünen mit meiner Zweitstimme unterstützt","Grünen",0
"1342",1375," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"1343",1380," gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"1344",1381," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Bündnis 90/","Bündnis",0
"1345",1381," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1346",1382," bei der Bundestagswahl 2017 meine Zweitstimme an die CDU/CSU gegeben.","CDU/CSU",0
"1347",1388," tatsächlich gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grü","Bündnis",0
"1348",1389," nicht gewählt, da ich nicht über das Wahlalter von 18 Jahren hinaus bin.","nicht nicht",1
"1349",1389," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei [INSERT] gege","NA",0
"1350",1392," mit meiner Zweitstimme gewählt.","NA",0
"1351",1399," mit meiner Zweitstimme unterstützt. 

Ich habe die Linke mit meiner Zwe","Linke",0
"1352",1423," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"1353",1451," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1354",1451," gewählt.

Ich habe meine Zweitstimme für die Partei Die Linke gegeben","Linke",0
"1355",1455," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1356",1455," 2017 zur Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gegeben","Linke",0
"1357",1474," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1358",1489," im Bundestagswahljahr 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1359",1498," Partei meine Zweitstimme gegeben.","NA",0
"1360",1560," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Linke ge","Linke",0
"1361",1560," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1362",1561," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1363",1566," nicht gewählt, da ich 58 Jahre alt bin und nicht das deutsche Wahlrecht habe.","nicht nicht",1
"1364",1569," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"1365",1593," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"1366",1593," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"1367",1611," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1368",1612," meiner Stimme bei der Bundestagswahl 2017 für die AfD abgegeben.","AfD",0
"1369",1643," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die CDU/CSU ge","CDU/CSU",0
"1370",1644," meine Stimme bei der Bundestagswahl 2017 nicht abgegeben.","nicht",1
"1371",1663," sehr wahrscheinlich gewählt und meine Zweitstimme wahrscheinlich der CDU","CDU",0
"1372",1664," bei der Bundestagswahl 2017 meine Stimme der Partei Die Linke gegeben.","Linke",0
"1373",1664," 2017 mit meiner Erststimme für Die Linke und mit meiner Zweitstimme für die SPD gewäh","Erststimme Linke SPD",1
"1374",1664," 2017 für die Partei Die Linke gestimmt.","Linke",0
"1375",1665," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei DIE LINKE ge","LINKE",0
"1376",1666," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1377",1668," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1378",1669," gewählt und meine Zweitstimme an die Partei Die Linke gegeben.","Linke",0
"1379",1669," gewählt und meine Zweitstimme der [INSERT] Party gegeben.","NA",0
"1380",1670," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1381",1672," meine Zweitstimme der AfD gegeben.","AfD",0
"1382",1674," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme an die CDU/CSU ge","CDU/CSU",0
"1383",1717," meine Stimme abgegeben.","NA",0
"1384",1742," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der Partei [","NA",0
"1385",1742," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme dem Bündnis 90/Die","Bündnis",0
"1386",1742," bei der Bundestagswahl 2017 gewählt und habe meine Zweitstimme der Partei Bünd","NA",0
"1387",1805," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1388",1806," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1389",1808," meine Stimme für Die Linke und meine Zweitstimme für die Grünen gegeben.","Linke Grünen",1
"1390",1812," Jahre in [INSERT] Land gelebt.

Ja, ich habe bei der Bundestagswahl 2017 g","NA",0
"1391",1832," gewählt.","NA",0
"1392",1832," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Linke ge","Linke",0
"1393",1833," meine Zweitstimme der AfD gegeben.","AfD",0
"1394",1836," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"1395",1891," bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme habe ich der Part","Erststimme",1
"1396",1897," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1397",1897," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1398",1897," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1399",1942," nicht gewählt.","nicht",1
"1400",1942," nicht gewählt.","nicht",1
"1401",1949," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme wurde der Sozialdem","NA",0
"1402",1952," gewählt.

Da Sie 78 Jahre alt sind, haben Sie bei der Bundestagswahl 2017 g","NA",0
"1403",1953," Partei meine Zweitstimme gegeben.","NA",0
"1404",1954," meine Stimme abgegeben und meine Zweitstimme der FDP gegeben.","FDP",0
"1405",1963," gewählt.

Ich habe bei der Bundestagswahl 2017 meine Erststimme der CDU","Erststimme CDU",1
"1406",1963," partei meine Zweitstimme gegeben und gewählt.","NA",0
"1407",1977," nicht gewählt.","nicht",1
"1408",1989," 2017 für die Partei Die Linke meine Zweitstimme gegeben.","Linke",0
"1409",1989," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.","NA",0
"1410",1989," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1411",2006," gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"1412",2006," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1413",2028," gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"1414",2031," nicht gewählt.","nicht",1
"1415",2031," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"1416",2033," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1417",2033," gewählt und meine Zweitstimme an die [INSERT] Partei gegeben.","NA",0
"1418",2036," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"1419",2036," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"1420",2041," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1421",2043," meine Stimme abgegeben.","NA",0
"1422",2068," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"1423",2107," bei der Bundestagswahl 2017 nicht gewählt. Da ich mich in der Mitte positioniere, ha","nicht",1
"1424",2107," nicht gewählt, da ich nicht wahlberechtigt bin. Ich bin erst am 1. Jan","nicht nicht",1
"1425",2107," nicht gewählt.","nicht",1
"1426",2109," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"1427",2113," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
